,tweet_id,text,retweet_count,favourite_count,followers_count,manual_sentiment
0,1428197804896227330,"Easily manage 200+ coins, including #ATOM, #AAVE, #DOT, $ETH, #BTC, and $CRO

Launch DeFi Wallet 👉 https://t.co/Qler4TXOlI",0,0,860861,
1,1428197785212493827,"#FTX Futures Liquidated on:
🔵 #BTC-PERP $7.4M @ 44,607 
🔵 #ETH-PERP $4.6M @ 2,992.80 
🔵 #SOL-PERP $437,706 @ 70.2875 

#Binance Futures Liquidated on:
🔵 #BTCUSDT $1.9M @ 44,397 

#cryptotrading https://t.co/RQMirsHfU6",0,0,2837,
2,1428197701104066562,"How To Play @Chain_Guardians NFT Blockchain Game
and NFT Mining

https://t.co/YeFOrNG0qU

•
•

#games #gaming #blockchain #bitcoin #cryptocurrency #crypto #ethereum #forex #gamer #videogames #btc #money #trading #business #investment #game  #investing #invest #passiveincome",0,1,467,
3,1428197646787878912,@doctorshoping Cryptocurrencies are producing bubbles in p*orn #ETH #BTC #cryptotrading #crypto #elonmusk #Doge #XRP #USDT #DOT #USDC #ICP #cryptocrash,0,0,26,
4,1428197628685213697,"YOUR PRIVATE TRADING ASSISTANT 🚀

#AI look at hourly charts $BTC #BTC

As we look on the one-hour chart in the bigger picture, a series of lower highs and lower lows indicates that...

Just choose your coin and be an expert!
#crypto #trading

CHECK https://t.co/Gm1Mua8CwN https://t.co/6jBIGpTEjm",0,0,264,
5,1428197552336379908,"$TSLA winnings of initial #BTC investment🙌

$353304257 (26.17 %) (Realized: 272 M)
(Estimating an average buy price of $35000/BTC with now 38,700 BTC holdings $BTCUSD)
#Tesla #Bitcoin #crypto",0,0,1364,
6,1428197549333262337,Check one of my Grumpkins (#9) 👀👇https://t.co/nwEp8SqMGb via @opensea @GrumpkinsNFT @Helloimmorgan $ETH #ETH #NFT #NFTCommunity #nftcollector #NFTartist #nftcollectors #Bitcoin #BTC $BTC #DOGECOIN #DOGE $DOGE,0,0,584,
7,1428197548267802625,"#Bitcoin price in US Dollar #BTC $usd #BTCUSD $XBT #xbtusd 
BTC Price Now : 44,243.86$ USD 
Avg Last Hour : 44,549.47$ 
Avg 24 Hours : 45,132.62$ 
24h Change : -1% 
24h Low : 44,244.16$ 
24h High : 45,915.10$
More information here https://t.co/PWwAp4BXM0 https://t.co/yXCAeloYP8",0,0,282,
8,1428197544736092167,"Use my link for free $BTC #btc 

Join Celsius Network using my referral code 1637801a67 when signing up and earn $50 in BTC with your first transfer of $400 or more! #UnbankYourself 
 
https://t.co/DSrKmXqMQB",0,0,51,
9,1428197542152470531,"sorry I broke the 618 fib level now that I am buying it.
#nuke618 #BTC",0,1,4,
10,1428197536314142725,"#FTX Futures Liquidated on:
🔵 #BTC-PERP $7.2M @ 44,607 
🔵 #ETH-PERP $4.6M @ 2,992.80 
🔵 #SOL-PERP $437,150 @ 70.2875 

#Binance Futures Liquidated on:
🔵 #BTCUSDT $1.8M @ 44,417 

#cryptotrading https://t.co/RQMirsHfU6",0,0,2837,
11,1428197476939436037,"Does your mom know? 😉
#BTC #doge #Binance #investing #trading #Crypto #cryptocurrencytrading #Investment #MEMES #crypto #PlayV https://t.co/bybYjqqFJS",0,0,6,
12,1428197388846522374,"#Bitcoin 
weekly 45.2k flipped from support to resistance ✅✅

☠️☠️☠️ do not forget to check out #btc pinned tweet https://t.co/UmEDPLGNLK",0,7,3219,
13,1428197274719506435,"Avaliable Eye Glasses 
#12,000 

#peacemayka #abeg #eyeglasses #sunglasses #bbnaija #bbn #bbn2021  #pere #Whitemoney
#maria #Liquorose #top10 #dior 
#BTC #ETH #dogecoin https://t.co/mfBhDOtibq",0,1,2,
14,1428197093173174276,"@cokitahelada buy here now! $CATE of @TechCashDeFi 

they will give a surprise in every #AMA meeting 🔥

you can also ask some questions in #AMA for more clarifications. 

#btc #eth #crypto",0,2,43,
15,1428197077385842696,"$dxy made a new high in 2021. 
Trade safe!
#btc",0,1,1895,
