,tweet_id,text,retweet_count,favourite_count,followers_count,manual_sentiment
0,1428522381086269442,"Your hourly #BTC update🙌

- Hourly closing of #BTC $47138 $BTCUSD
- Hourly price change is 0.81 %📈
- 6 hr Vol. trends sideways
- Trading above the 200 hr MA($46006)
- Relative Strength Index (RSI 14) is at 72.29

#trade #crypto #BTC #analysis https://t.co/iItskiOaU9",0,0,1365,
1,1428522370600513537,"@elonmusk #btc #btt 
#BitTorrent  to the moon",0,0,0,
2,1428522356775931910,"@firerocketbsc Nice job,@FireRocket #BinanceSmartChain #firerocket #DeFi #YieldFarming #Airdrop #PancakeSwap #BSC #BNB #BTC #giveaway #cryptocurrency @fathinstr @ArisTriadi15",0,0,8,
3,1428522325062807558,update #Bitcoin #BTC,0,0,479,
4,1428522321053065217,@360_trader Thanks for call. #BTC,0,0,152,
5,1428522297640603649,"Thailand's central bank outlines safeguards for a future retail CBDC

,https://t.co/9KQD3ZEs0e,

 #bitcoin #btc #crypto #cryptonews #etherium #eth #blockchain #blockchainNews",0,0,565,
6,1428522292796035078,"Google Health Boss Quits; Named CEO Of Health Tech Company Cerner #Bitcoin #Btc #Cryptocurrency #Finance #Forex #Markets #Money

Read: https://t.co/DuPghSal5q",0,1,1464,
7,1428522219639017475,"⏰ 04:00  
₿ Bitcoin = 47.091,95 $ 
#bitcoin #btc #BTCUSD",0,0,5322,
8,1428522217378308100,"$RSR
Trend reversal on 1h timeframe
Last Price: 0.00000094 (Binance)
24h Volume: 101.53 BTC
#BTC #Binance #RSR https://t.co/1mO0h5zRpw",0,0,12687,
9,1428522196377341952,"Bitcoin - BTC
Price: $47,098.85
Change in 1h: +0.81612549%
Market cap: $885,045,988,278.03
Ranking: 1
#Bitcoin #BTC",0,0,4344,
10,1428522191205830659,"Best Bitcoin Hardware Wallets 2021
https://t.co/crrMsQpurd
#btc #btc #btc",0,0,70,
11,1428522187800158219,"The price of #Bitcoin is currently $47,173.67
 #Crypto $BTC #BTC
 https://t.co/StFdwaoRx2",0,1,773,
12,1428522183182200833,"To succeed with your #crypto #portfolio, buy #ADA , #XLM , #XEM , #ZIL, #MANA and #TRX. We had better performance with this crypto than #BTC (up 1000% in 2 years). It's still time to jump on it.#Stellar is coming back to it's highest level https://t.co/O6PouYWTbu",0,0,16867,
13,1428522173224812546,Subscapes #375   #art #nft  https://t.co/AO9iz3nlCN  #ethereum #bitcoin #eth #btc #polygon #binance #crypto #AI #invest #DeFi #solana #kusama #polkadot #DOT #KSM #SOL,0,0,113,
14,1428522169747845121,"Best Bitcoin Hardware Wallets 2021

https://t.co/nKhTIxSHns

#bitcoinnews #btc #bitcoin",0,0,53,
15,1428522168338591745,"#Bitcoin
Current Price:
$ 47140.81
€ 40309.07

#cryptocurrencies #blockchain #BTC",0,0,56,
16,1428522142648446985,"@BitBitCrypto They don’t want to seem partial but I guarantee &lt;90% will be #BTC 

As an exchange They just don’t want to hinder plebs aping into doge lol",0,0,867,
17,1428522130921173001,"🐻 BEARWHALE! just SHORTED $3,157,541 worth of #Bitcoin #BTC at $47,150 on #Binance Futures",0,0,2435,
