tweet_id,text,retweet_count,favourite_count,followers_count,manual_sentiment,processed_text,polarity,sentiment
1428197804896227330,"Easily manage 200+ coins, including #ATOM, #AAVE, #DOT, $ETH, #BTC, and $CRO

Launch DeFi Wallet 👉 https://t.co/Qler4TXOlI",0,0,860861,,easili manag 200 coin includ atom aav dot eth btc cro launch defi wallet http co qler4txoli,0.0,Neutral
1428197785212493827,"#FTX Futures Liquidated on:
🔵 #BTC-PERP $7.4M @ 44,607 
🔵 #ETH-PERP $4.6M @ 2,992.80 
🔵 #SOL-PERP $437,706 @ 70.2875 

#Binance Futures Liquidated on:
🔵 #BTCUSDT $1.9M @ 44,397 

#cryptotrading https://t.co/RQMirsHfU6",0,0,2837,,ftx futur liquid btc perp 7 4m 44 607 eth perp 4 6m 2 992 80 sol perp 437 706 70 2875 binanc futur liquid btcusdt 1 9m 44 397 cryptotrad http co rqmirshfu6,0.0,Neutral
1428197701104066562,"How To Play @Chain_Guardians NFT Blockchain Game
and NFT Mining

https://t.co/YeFOrNG0qU

•
•

#games #gaming #blockchain #bitcoin #cryptocurrency #crypto #ethereum #forex #gamer #videogames #btc #money #trading #business #investment #game  #investing #invest #passiveincome",0,1,467,,play chain_guardian nft blockchain game nft mine http co yeforng0qu game game blockchain bitcoin cryptocurr crypto ethereum forex gamer videogam btc money trade busi invest game invest invest passiveincom,-0.4,Negative
1428197646787878912,@doctorshoping Cryptocurrencies are producing bubbles in p*orn #ETH #BTC #cryptotrading #crypto #elonmusk #Doge #XRP #USDT #DOT #USDC #ICP #cryptocrash,0,0,26,,doctorshop cryptocurr produc bubbl p orn eth btc cryptotrad crypto elonmusk doge xrp usdt dot usdc icp cryptocrash,0.0,Neutral
1428197628685213697,"YOUR PRIVATE TRADING ASSISTANT 🚀

#AI look at hourly charts $BTC #BTC

As we look on the one-hour chart in the bigger picture, a series of lower highs and lower lows indicates that...

Just choose your coin and be an expert!
#crypto #trading

CHECK https://t.co/Gm1Mua8CwN https://t.co/6jBIGpTEjm",0,0,264,,privat trade assist ai look hour chart btc btc look one hour chart bigger pictur seri lower high lower low indic choos coin expert crypto trade check http co gm1mua8cwn http co 6jbigptejm,0.05333333333333334,Positive
1428197552336379908,"$TSLA winnings of initial #BTC investment🙌

$353304257 (26.17 %) (Realized: 272 M)
(Estimating an average buy price of $35000/BTC with now 38,700 BTC holdings $BTCUSD)
#Tesla #Bitcoin #crypto",0,0,1364,,tsla win initi btc invest 353304257 26 17 realiz 272 estim averag buy price 35000 btc 38 700 btc hold btcusd tesla bitcoin crypto,0.8,Positive
1428197549333262337,Check one of my Grumpkins (#9) 👀👇https://t.co/nwEp8SqMGb via @opensea @GrumpkinsNFT @Helloimmorgan $ETH #ETH #NFT #NFTCommunity #nftcollector #NFTartist #nftcollectors #Bitcoin #BTC $BTC #DOGECOIN #DOGE $DOGE,0,0,584,,check one grumpkin 9 http co nwep8sqmgb via opensea grumpkinsnft helloimmorgan eth eth nft nftcommun nftcollector nftartist nftcollector bitcoin btc btc dogecoin doge doge,0.0,Neutral
1428197548267802625,"#Bitcoin price in US Dollar #BTC $usd #BTCUSD $XBT #xbtusd 
BTC Price Now : 44,243.86$ USD 
Avg Last Hour : 44,549.47$ 
Avg 24 Hours : 45,132.62$ 
24h Change : -1% 
24h Low : 44,244.16$ 
24h High : 45,915.10$
More information here https://t.co/PWwAp4BXM0 https://t.co/yXCAeloYP8",0,0,282,,bitcoin price u dollar btc usd btcusd xbt xbtusd btc price 44 243 86 usd avg last hour 44 549 47 avg 24 hour 45 132 62 24h chang 1 24h low 44 244 16 24h high 45 915 10 inform http co pwwap4bxm0 http co yxcaeloyp8,0.05333333333333334,Positive
1428197544736092167,"Use my link for free $BTC #btc 

Join Celsius Network using my referral code 1637801a67 when signing up and earn $50 in BTC with your first transfer of $400 or more! #UnbankYourself 
 
https://t.co/DSrKmXqMQB",0,0,51,,use link free btc btc join celsius network use referr code 1637801a67 sign earn 50 btc first transfer 400 unbankyourself http co dsrkmxqmqb,0.325,Positive
1428197542152470531,"sorry I broke the 618 fib level now that I am buying it.
#nuke618 #BTC",0,1,4,,sorri broke 618 fib level buy nuke618 btc,0.0,Neutral
1428197536314142725,"#FTX Futures Liquidated on:
🔵 #BTC-PERP $7.2M @ 44,607 
🔵 #ETH-PERP $4.6M @ 2,992.80 
🔵 #SOL-PERP $437,150 @ 70.2875 

#Binance Futures Liquidated on:
🔵 #BTCUSDT $1.8M @ 44,417 

#cryptotrading https://t.co/RQMirsHfU6",0,0,2837,,ftx futur liquid btc perp 7 2m 44 607 eth perp 4 6m 2 992 80 sol perp 437 150 70 2875 binanc futur liquid btcusdt 1 8m 44 417 cryptotrad http co rqmirshfu6,0.0,Neutral
1428197476939436037,"Does your mom know? 😉
#BTC #doge #Binance #investing #trading #Crypto #cryptocurrencytrading #Investment #MEMES #crypto #PlayV https://t.co/bybYjqqFJS",0,0,6,,mom know btc doge binanc invest trade crypto cryptocurrencytrad invest meme crypto playv http co bybyjqqfj,0.0,Neutral
1428197388846522374,"#Bitcoin 
weekly 45.2k flipped from support to resistance ✅✅

☠️☠️☠️ do not forget to check out #btc pinned tweet https://t.co/UmEDPLGNLK",0,7,3219,,bitcoin week 45 2k flip support resist forget check btc pin tweet http co umedplgnlk,0.0,Neutral
1428197274719506435,"Avaliable Eye Glasses 
#12,000 

#peacemayka #abeg #eyeglasses #sunglasses #bbnaija #bbn #bbn2021  #pere #Whitemoney
#maria #Liquorose #top10 #dior 
#BTC #ETH #dogecoin https://t.co/mfBhDOtibq",0,1,2,,avali eye glass 12 000 peacemayka abeg eyeglass sunglass bbnaija bbn bbn2021 pere whitemoney maria liquoros top10 dior btc eth dogecoin http co mfbhdotibq,0.0,Neutral
1428197093173174276,"@cokitahelada buy here now! $CATE of @TechCashDeFi 

they will give a surprise in every #AMA meeting 🔥

you can also ask some questions in #AMA for more clarifications. 

#btc #eth #crypto",0,2,43,,cokitahelada buy cate techcashdefi give surpris everi ama meet also ask question ama clarif btc eth crypto,0.0,Neutral
1428197077385842696,"$dxy made a new high in 2021. 
Trade safe!
#btc",0,1,1895,,dxi made new high 2021 trade safe btc,0.26545454545454544,Positive
1428197044271816714,"#HEX has so many amazing features… I think the most unsung of them, is the liquidity pair variance that @RichardHeartWin #discovered.  While the other coins rise and fall in close ties to #eth &amp; #btc , #HEX rolls on its own.  Ups and downs with buys and sells.  #hexistheshit",0,3,160,,hex mani amaz featur think unsung liquid pair varianc richardheartwin discov coin rise fall close tie eth amp btc hex roll up down buy sell hexistheshit,-0.15555555555555559,Negative
1428196984263905281,"Nice project 
@rajdev03 
@pkKumardutta1 
@ashimdas49 
@CornDeFi #YieldFarming #Airdrop #Giveaway #PancakeSwap #BTC #Binance #BNB #BSC #cryptocurrency https://t.co/ZuloniRjjb",0,1,1,,nice project rajdev03 pkkumardutta1 ashimdas49 corndefi yieldfarm airdrop giveaway pancakeswap btc binanc bnb bsc cryptocurr http co zulonirjjb,0.6,Positive
1428196952357974018,Check one of my Grumpkins 👀👇 https://t.co/ytAj4E7Woh via @opensea @GrumpkinsNFT @Helloimmorgan $ETH #ETH #NFT #NFTCommunity #nftcollector #NFTartist #nftcollectors #Bitcoin #BTC $BTC #DOGECOIN #DOGE $DOGE,1,1,584,,check one grumpkin http co ytaj4e7woh via opensea grumpkinsnft helloimmorgan eth eth nft nftcommun nftcollector nftartist nftcollector bitcoin btc btc dogecoin doge doge,0.0,Neutral
1428196946724802560,"Impresive and great project. I trust this project can be successfully

@SYahkak   @Widodo208 
#btc #eth #cmc #airdrop https://t.co/FFQMXsEUgx",0,1,20,,impres great project trust project success syahkak widodo208 btc eth cmc airdrop http co ffqmxseugx,0.55,Positive
1428196912914518024,"Great day #cryptocurrecy twitter!!! Let's list some promising coins!

Any suggestions?

#BSCGems #altcoin #100x #BinanceSmartChain #BNB #BTC",0,2,2511,,great day cryptocurreci twitter let list promis coin suggest bscgem altcoin 100x binancesmartchain bnb btc,0.8,Positive
1428196877464391680,"💰 Minted 12.884 #renBTC (571,642.67 USD) on #ETH. Darknodes fee: 0.0193 #BTC (857.46 USD) https://t.co/5SP96nP3du",0,0,301,,mint 12 884 renbtc 571 642 67 usd eth darknod fee 0 0193 btc 857 46 usd http co 5sp96np3du,0.0,Neutral
1428196830979006466,https://t.co/aKrPTeAswH Ethereum News today (19.08.2021) https://t.co/fEfBTNXzjM #Bitcoin--Tron-#cryptocurrency #btc-blockchain-bounty #airdrop-altcoin-ico,0,1,77262,,http co akrpteaswh ethereum news today 19 08 2021 http co fefbtnxzjm bitcoin tron cryptocurr btc blockchain bounti airdrop altcoin ico,0.0,Neutral
1428196829368397827,what the fuckkkk man. earning #BTC in a video game 10 years ago. there are whole platforms tryna do this shit now lol https://t.co/rgi4bjcY11,0,2,2229,,fuckkkk man earn btc video game 10 year ago whole platform tryna shit lol http co rgi4bjcy11,0.1,Positive
1428196827124355072,"TA: Bitcoin Turns Red, What Could Trigger More Downsides https://t.co/fJtHaqAbyU #CryptoCurrency #BTC #XRP #BitcoinNews #QASH #CryptoNews #BCH #BLockchain #ETH #Cryptocurrencynews #Ethereum #BlockchainNews",0,0,8478,,ta bitcoin turn red could trigger downsid http co fjthaqabyu cryptocurr btc xrp bitcoinnew qash cryptonew bch blockchain eth cryptocurrencynew ethereum blockchainnew,0.0,Neutral
1428196807062994949,@DominicPlumeri #babytrumptoken #babytrump #BABYTRUMPARMY  #ShibaArmy  #stimulus #SaitamaInuWolfPack #dogearmy #KLEERUN  #HOKK #BTC #Ethereum $DIRE https://t.co/CZeFdRDFxu,0,1,71,,dominicplumeri babytrumptoken babytrump babytrumparmi shibaarmi stimulus saitamainuwolfpack dogearmi kleerun hokk btc ethereum dire http co czefdrdfxu,0.0,Neutral
1428196688502661124,Great perspective! Check it out #cryptotwitter #ETH #ADA #BTC https://t.co/L0GOAU5gWS,1,1,296,,great perspect check cryptotwitt eth ada btc http co l0goau5gw,0.8,Positive
1428196635813810183,"Good morning #Btc &amp; #Crypto 

$BTC Just beautiful so far! 🤟✅ https://t.co/SQqtVUYxxU",3,7,31473,,good morn btc amp crypto btc beauti far http co sqqtvuyxxu,0.39999999999999997,Positive
