,tweet_id,text,retweet_count,favourite_count,followers_count,manual_sentiment
0,1428562063329271808,"@Crypto__emily By this level today and still #btc is velow its ATH, I think #ADA might reach 8 to 10$ https://t.co/7antR8N46H",0,0,26,
1,1428562028294074370,"@cyprustoken Good

@sharycinlog1
@chikachitato

#Cyprus #TokenSale #IDO #BTC #BSC",0,0,2,
2,1428561931003076608,@BustaRhymes #btc hands down even if it was $100k fiat and 10k #btc!,0,0,397,
3,1428561753219211264,The current price of #BTC is $47075.74 in USD,0,0,331,
4,1428561665591705603,#BTC Aug 20 Mars Report https://t.co/iP8WGwkTyZ,0,0,2457,
5,1428561616769982471,"@RedBatToken Great project awesome

@andisofiyan13 
@Wahyupr29134709 
@awiiibae 

#BAT #Presale #IDO #ICO #BinanceSmartChain #Binance #BTC #Bitcoin #ElonMusk #Crypto #cryptocurrency",0,0,15,
6,1428561593986547719,"#BTC Derivs Sheet (Tweet every 15 min.)
CME Delayed (10 min)
GS Delayed (15 min) and OI = SHARES OUT https://t.co/INk02vLVvC",0,0,30873,
7,1428561565230370820,"#Ethereum #BTC #ETH Ethereum Will Continue To Beat Bitcoin In 2021, Says deVere Group CEO https://t.co/3KidzDeOPO",0,0,509,
8,1428561547379449859,"Buy Crypto With Your Credit Card / Fast Crypto Exchange 

https://t.co/GwaCvQyQbc 

#Bitcoin #BTC #ETH #XRP #Crypto 23:36 https://t.co/5gVdaE0aUD",0,0,10273,
9,1428561457294168070,@RealNatashaChe I agree that #BTC is not meant to be a general flexible currency.  Its generally accepted that #BTC is Digital Gold -&gt; a fixed supply asset that acts only as a value reference against Gov currencies. That includes any CBDC ideas with a digital monetary policy. #BTC is a necessity,0,0,182,
10,1428561311391043585,"Eddy says : No more fake pump 😉

#btc @BBCBreaking @CoinMarketCap @JeffBezos @amazon @DowJonesSupport @Nasdaq @Bitcoin @BTCTN",0,0,0,
11,1428561124820193285,#ROOBEE #ROOBEE #ROOBEE is ready for another green candle. Lets go to the moon together. #BTC #xrp #vra #babb #mtv #dag #ada #cardano #Cryptocurency,0,0,9,
12,1428561076421947397,"#VRA... Daily closing above 0.26 which is really good ...

#VRA #BTC https://t.co/1kqUnqxagQ https://t.co/uSyFYjsBSG",0,0,952,
13,1428560988022972422,Another Alt season? #BTC #ETH #XRP #ALGO #cryptocurrency https://t.co/NlbzDlZvGp,0,0,144,
