,tweet_id,text,retweet_count,favourite_count,followers_count,manual_sentiment
0,1427758785154670592,Cryptocurrencies are tickling Trains in the forest #ETH #BTC #cryptotrading #crypto #elonmusk #Doge #XRP #USDT #DOT #USDC #ICP #cryptocrash,0,0,27,
1,1427758724106670083,"@CornDeFi Great project 
#del
@del
@CornDeFi #YieldFarming #Airdrop #Giveaway #PancakeSwap #BTC #Binance #BNB #BSC",0,0,16,
2,1427758705966211074,"@culkin22 #Bitcoin                    

I feel like bulls are still in control here. I'm holding swing and scalp longs targeting 60k+.

Following @YowSoNizze tweets, prediction and tips, I’ve learnt a lot and I don’t mind investing 90% of my income in #btc                   

Follow Her",0,0,43,
3,1427758703646760970,"@husainhaqqani Doubt that #Taliban would need those USDs when there is #BTC, #ETH, and loads of other #Cryptocurency. 

Sir, shift the focus to #China &amp; #Russia like the rest of #USA",0,0,8,
4,1427758496087425028,"I will https://t.co/9Jgbzdxfhb

#altcoin #binance #BTC #cryptocurrency #DeFi #BabyDogecoin #dogearmy #dogecoin #Ethereum #EthereumMax  #EverRise #kishu #KishuArmy #safemoon #NFT #NFTCommunity #opensea #rarible #hicetnunc #MillionToken #EtherRock #cryptopunks https://t.co/zBLxptENNK https://t.co/nBzQjoUhhl",1,2,233,
5,1427758474587422727,Support and go #BTC https://t.co/Baj1dhKzSH,0,0,175,
6,1427758380802789376,"She will hold. 

#Bitcoin #BTC $BTC",0,0,98,
7,1427758233654026243,no trade: #BTC price is 32493 at time 08/17/21 - 23:24:23,0,0,1520,
8,1427758222987911168,"Creamcoin Marketing – monthly services, CRM accepted
https://t.co/sCZjQOgs2q

#creamcoin #bitcoin #banner #marketing #pay #crm #exchange #btc #cryptocurrency",1,0,9174,
9,1427758183980929033,"🔴 321.4,178 #BTC ($14,376,678) transferred from Unknown Wallet to Unknown Wallet  

 TX: https://t.co/JjEdCynqX6 

 #Blockchain #BTC",0,0,159,
10,1427758152519405577,"Have you tried Shakepay? Sign up with my link and we'll each get $10 to buy crypto:
https://t.co/JjA1r3tJVP #eth #btc #bitcoin #tothemoon",0,0,129,
11,1427758151147868173,"@cryptot81124402 #Bitcoin                    

I feel like bulls are still in control here. I'm holding swing and scalp longs targeting 60k+.

Following @YowSoNizze tweets, prediction and tips, I’ve learnt a lot and I don’t mind investing 90% of my income in #btc                   

Follow Her",0,0,43,
12,1427758075700645891,This will be the future one day for a free society #BTC https://t.co/XPs0PbSkDX,0,0,208,
13,1427758038958501889,"⬆️⬆️ $BTC BUYING PRESSURE ALERT 📈 Price trading around 44601
          🎵 powered by https://t.co/PXPhJJ4xqa 🗣️ #Bitcoin #crypto #BTC",0,0,2781,
14,1427758038543486980,#BTC is now at $44635.99,0,0,7,
15,1427757907228102657,"🐋
321 #BTC (11.241.274 USD) will be transfered from unknown wallet to unknown address (never used before)

https://t.co/F52PJZv2HH
#bitcoin",0,0,403,
16,1427757884390137857,"Update Pullback needed, Tons of support… The channels are Good #btcstarburst #Ethereum #Chainlink #vechain #BNB  #vgx #xrp #Crypto #cryptocurrecy #cryptotrading #CryptoNews #Coinbase #ADA #AltCoinSeason DCA Safely!! #BTC  always goes up!! https://t.co/qf8yuHUM6o",0,0,57,
